Postcode,Latitude,Longitude,LSOA Code,LSOA Name
EH6 5DA,55.965304,-3.177315,S01008814,Pilrig - 02
EH6 5DB,55.965574,-3.178156,S01008814,Pilrig - 02
EH6 5DD,55.965188,-3.178193,S01008814,Pilrig - 02
EH6 5DE,55.969080,-3.177093,S01008791,Great Junction Street - 07
EH6 5DF,55.965381,-3.178647,S01008814,Pilrig - 02
EH6 5DG,55.966204,-3.177166,S01008814,Pilrig - 02
EH6 5DH,55.966314,-3.178787,S01008814,Pilrig - 02
EH6 5DJ,55.966510,-3.179034,S01008814,Pilrig - 02
EH6 5DL,55.967029,-3.178232,S01008815,Pilrig - 03
EH6 5DN,55.967118,-3.178395,S01008815,Pilrig - 03
EH6 5DP,55.967562,-3.178938,S01008815,Pilrig - 03
EH6 5DQ,55.966577,-3.177626,S01008815,Pilrig - 03
EH6 5DR,55.964993,-3.178811,S01008814,Pilrig - 02
EH6 5DS,55.968666,-3.176215,S01008791,Great Junction Street - 07
EH6 5DT,55.968381,-3.174044,S01008791,Great Junction Street - 07
EH6 5DU,55.967830,-3.175261,S01008791,Great Junction Street - 07
EH6 5DW,55.967616,-3.179852,S01008815,Pilrig - 03
EH6 5DX,55.968739,-3.174231,S01008791,Great Junction Street - 07
EH6 5DY,55.968339,-3.175677,S01008791,Great Junction Street - 07
EH6 5EA,55.967574,-3.174773,S01008791,Great Junction Street - 07
EH6 5EE,55.967126,-3.175608,S01008791,Great Junction Street - 07
EH6 5EF,55.968010,-3.176164,S01008791,Great Junction Street - 07
EH6 5EG,55.967180,-3.175594,S01008791,Great Junction Street - 07
EH6 5EH,55.967065,-3.175382,S01008791,Great Junction Street - 07
EH6 5EL,55.966397,-3.175778,S01008815,Pilrig - 03
EH6 5EP,55.966735,-3.177086,S01008815,Pilrig - 03
EH6 5EQ,55.966814,-3.175374,S01008815,Pilrig - 03
EH6 5ER,55.967116,-3.177578,S01008815,Pilrig - 03
EH6 5ES,55.966951,-3.176083,S01008815,Pilrig - 03
EH6 5ET,55.967078,-3.176872,S01008815,Pilrig - 03
EH6 5EU,55.970412,-3.173048,S01008790,Great Junction Street - 06
EH6 5EW,55.966265,-3.176447,S01008815,Pilrig - 03
EH6 5EX,55.970577,-3.173678,S01008790,Great Junction Street - 06
EH6 5EY,55.970692,-3.172928,S01008790,Great Junction Street - 06
EH6 5EZ,55.970654,-3.174129,S01008790,Great Junction Street - 06
EH6 5FA,55.972265,-3.181372,S01008789,Great Junction Street - 05
EH6 5FB,55.965844,-3.185646,S01008842,Broughton South - 03
EH6 5FD,55.966022,-3.185843,S01008842,Broughton South - 03
EH6 5FE,55.966879,-3.187328,S01008842,Broughton South - 03
EH6 5FF,55.966676,-3.186937,S01008842,Broughton South - 03
EH6 5FG,55.966259,-3.186395,S01008842,Broughton South - 03
EH6 5FH,55.969964,-3.184250,S01008817,Bonnington - 01
EH6 5FJ,55.969996,-3.183690,S01008817,Bonnington - 01
EH6 5FL,55.970217,-3.183168,S01008817,Bonnington - 01
EH6 5FN,55.970489,-3.178177,S01008791,Great Junction Street - 07
EH6 5FP,55.969875,-3.177582,S01008791,Great Junction Street - 07
EH6 5FQ,55.969636,-3.178135,S01008791,Great Junction Street - 07
EH6 5FR,55.972313,-3.181934,S01008817,Bonnington - 01
EH6 5FS,55.973143,-3.183418,S01008817,Bonnington - 01
EH6 5FT,55.973118,-3.184202,S01008817,Bonnington - 01
EH6 5FU,55.972932,-3.184821,S01008817,Bonnington - 01
EH6 5FW,55.968940,-3.174798,S01008791,Great Junction Street - 07
EH6 5FX,55.971147,-3.181770,S01008817,Bonnington - 01
EH6 5FY,55.971300,-3.182624,S01008817,Bonnington - 01
EH6 5FZ,55.971300,-3.182624,S01008817,Bonnington - 01
EH6 5GA,55.971047,-3.184651,S01008817,Bonnington - 01
EH6 5GB,55.970567,-3.184092,S01008817,Bonnington - 01
EH6 5GD,55.970510,-3.183529,S01008817,Bonnington - 01
EH6 5GE,55.971232,-3.182238,S01008817,Bonnington - 01
EH6 5GF,55.971232,-3.182238,S01008817,Bonnington - 01
EH6 5GH,55.970433,-3.181236,S01008817,Bonnington - 01
EH6 5GJ,55.970433,-3.181236,S01008817,Bonnington - 01
EH6 5HA,55.970183,-3.173538,S01008790,Great Junction Street - 06
EH6 5HB,55.969475,-3.173388,S01008790,Great Junction Street - 06
EH6 5HD,55.969337,-3.173688,S01008791,Great Junction Street - 07
EH6 5HE,55.969152,-3.174196,S01008791,Great Junction Street - 07
EH6 5HG,55.970808,-3.175832,S01008790,Great Junction Street - 06
EH6 5HU,55.971295,-3.173748,S01008786,Great Junction Street - 02
EH6 5HW,55.969783,-3.173077,S01008790,Great Junction Street - 06
EH6 5HX,55.970970,-3.173017,S01008786,Great Junction Street - 02
EH6 5HY,55.971336,-3.174198,S01008790,Great Junction Street - 06
EH6 5HZ,55.971581,-3.173933,S01008790,Great Junction Street - 06
EH6 5JA,55.971644,-3.174864,S01008790,Great Junction Street - 06
EH6 5JB,55.972537,-3.175404,S01008790,Great Junction Street - 06
EH6 5JD,55.972776,-3.175795,S01008789,Great Junction Street - 05
EH6 5JF,55.972346,-3.175702,S01008789,Great Junction Street - 05
EH6 5JG,55.971788,-3.175813,S01008789,Great Junction Street - 05
EH6 5JH,55.969994,-3.184811,S01008817,Bonnington - 01
EH6 5JJ,55.971697,-3.181563,S01008816,Pilrig - 04
EH6 5JL,55.971840,-3.177882,S01008789,Great Junction Street - 05
EH6 5JN,55.971518,-3.178593,S01008789,Great Junction Street - 05
EH6 5JP,55.971051,-3.179540,S01008816,Pilrig - 04
EH6 5JQ,55.971471,-3.176941,S01008789,Great Junction Street - 05
EH6 5JR,55.971167,-3.179608,S01008816,Pilrig - 04
EH6 5JT,55.971365,-3.179582,S01008816,Pilrig - 04
EH6 5JU,55.972522,-3.178896,S01008789,Great Junction Street - 05
EH6 5JW,55.971775,-3.180892,S01008816,Pilrig - 04
EH6 5JX,55.972488,-3.177709,S01008789,Great Junction Street - 05
EH6 5JY,55.973428,-3.177177,S01008789,Great Junction Street - 05
EH6 5LA,55.971021,-3.172313,S01008786,Great Junction Street - 02
EH6 5LB,55.971410,-3.173046,S01008786,Great Junction Street - 02
EH6 5LD,55.972358,-3.174405,S01008786,Great Junction Street - 02
EH6 5LG,55.973059,-3.176269,S01008788,Great Junction Street - 04
EH6 5LH,55.973164,-3.175647,S01008788,Great Junction Street - 04
EH6 5LJ,55.973642,-3.176431,S01008788,Great Junction Street - 04
EH6 5LL,55.972012,-3.173994,S01008786,Great Junction Street - 02
EH6 5LP,55.975224,-3.179106,S01008789,Great Junction Street - 05
EH6 5LQ,55.973422,-3.176808,S01008788,Great Junction Street - 04
EH6 5LT,55.974177,-3.178706,S01008789,Great Junction Street - 05
EH6 5LW,55.974706,-3.177889,S01008789,Great Junction Street - 05
EH6 5NA,55.969794,-3.176682,S01008791,Great Junction Street - 07
EH6 5ND,55.970653,-3.177926,S01008791,Great Junction Street - 07
EH6 5NF,55.970951,-3.178704,S01008791,Great Junction Street - 07
EH6 5NG,55.970138,-3.178231,S01008791,Great Junction Street - 07
EH6 5NJ,55.969990,-3.181495,S01008817,Bonnington - 01
EH6 5NP,55.970737,-3.180428,S01008817,Bonnington - 01
EH6 5NQ,55.970322,-3.180640,S01008816,Pilrig - 04
EH6 5NU,55.972791,-3.182654,S01008817,Bonnington - 01
EH6 5NX,55.972122,-3.184957,S01008817,Bonnington - 01
EH6 5NZ,55.969954,-3.180612,S01008816,Pilrig - 04
EH6 5PA,55.969128,-3.185234,S01008818,Bonnington - 02
EH6 5PB,55.972791,-3.182654,S01008817,Bonnington - 01
EH6 5PD,55.969251,-3.185478,S01008818,Bonnington - 02
EH6 5PE,55.973089,-3.181637,S01008789,Great Junction Street - 05
EH6 5PF,55.969340,-3.185592,S01008818,Bonnington - 02
EH6 5PG,55.973002,-3.180385,S01008789,Great Junction Street - 05
EH6 5PH,55.969275,-3.185767,S01008818,Bonnington - 02
EH6 5PJ,55.969129,-3.186051,S01008818,Bonnington - 02
EH6 5PL,55.968865,-3.186411,S01008818,Bonnington - 02
EH6 5PN,55.968971,-3.186575,S01008818,Bonnington - 02
EH6 5PQ,55.972627,-3.181030,S01008789,Great Junction Street - 05
EH6 5PU,55.969329,-3.184855,S01008818,Bonnington - 02
EH6 5PX,55.969671,-3.184834,S01008817,Bonnington - 01
EH6 5PY,55.969980,-3.185340,S01008818,Bonnington - 02
EH6 5QA,55.969845,-3.186361,S01008818,Bonnington - 02
EH6 5QB,55.970774,-3.186870,S01008818,Bonnington - 02
EH6 5QD,55.971001,-3.187566,S01008818,Bonnington - 02
EH6 5QE,55.971331,-3.186919,S01008817,Bonnington - 01
EH6 5QH,55.971974,-3.188205,S01008819,Bonnington - 03
EH6 5QJ,55.972247,-3.187860,S01008819,Bonnington - 03
EH6 5QL,55.972476,-3.187451,S01008819,Bonnington - 03
EH6 5QN,55.972564,-3.186652,S01008817,Bonnington - 01
EH6 5QP,55.971331,-3.186919,S01008817,Bonnington - 01
EH6 5QQ,55.971895,-3.188058,S01008817,Bonnington - 01
EH6 5QR,55.972548,-3.185578,S01008817,Bonnington - 01
EH6 5QS,55.971978,-3.186939,S01008817,Bonnington - 01
EH6 5QU,55.969862,-3.186442,S01008818,Bonnington - 02
EH6 5QW,55.969288,-3.187225,S01008818,Bonnington - 02
EH6 5RF,55.969438,-3.181878,S01008816,Pilrig - 04
EH6 5RL,55.973170,-3.178756,S01008789,Great Junction Street - 05
EH6 5RN,55.973344,-3.178424,S01008789,Great Junction Street - 05
EH6 5RP,55.973457,-3.178844,S01008789,Great Junction Street - 05
EH6 5RQ,55.970252,-3.187927,S01008818,Bonnington - 02
EH6 5RR,55.973960,-3.178828,S01008789,Great Junction Street - 05
EH6 5RS,55.973522,-3.177645,S01008789,Great Junction Street - 05
EH6 5RT,55.972968,-3.178317,S01008789,Great Junction Street - 05
EH6 5RU,55.974014,-3.177900,S01008789,Great Junction Street - 05
EH6 5RW,55.973820,-3.178503,S01008789,Great Junction Street - 05
EH6 5RX,55.972210,-3.176772,S01008789,Great Junction Street - 05
EH6 5RY,55.973777,-3.180120,S01008789,Great Junction Street - 05
EH6 5RZ,55.973306,-3.179561,S01008789,Great Junction Street - 05
EH6 5SD,55.968384,-3.178434,S01008816,Pilrig - 04
EH6 5SE,55.968098,-3.177320,S01008791,Great Junction Street - 07
EH6 5SF,55.967672,-3.177739,S01008791,Great Junction Street - 07
EH6 5SG,55.967623,-3.178170,S01008815,Pilrig - 03
EH6 5TA,55.971192,-3.188229,S01008818,Bonnington - 02
EH6 5TB,55.971532,-3.188399,S01008817,Bonnington - 01
EH6 5TD,55.971188,-3.189638,S01008818,Bonnington - 02
EH6 5TE,55.970591,-3.190069,S01008818,Bonnington - 02
EH6 5TF,55.970717,-3.187237,S01008818,Bonnington - 02
EH6 5TG,55.970004,-3.190323,S01008818,Bonnington - 02
EH6 6AA,55.971052,-3.171930,S01008785,Great Junction Street - 01
EH6 6AD,55.971620,-3.171659,S01008785,Great Junction Street - 01
EH6 6AE,55.970839,-3.171587,S01008785,Great Junction Street - 01
EH6 6AF,55.971357,-3.171058,S01008785,Great Junction Street - 01
EH6 6AH,55.976128,-3.167292,S01008779,The Shore and Constitution Street - 02
EH6 6AJ,55.972484,-3.169650,S01008785,Great Junction Street - 01
EH6 6AL,55.976888,-3.170472,S01008778,The Shore and Constitution Street - 01
EH6 6AN,55.979473,-3.177409,S01008768,Western Harbour and Leith Docks - 01
EH6 6AP,55.980218,-3.176518,S01008768,Western Harbour and Leith Docks - 01
EH6 6AQ,55.970943,-3.171109,S01008785,Great Junction Street - 01
EH6 6AR,55.979967,-3.175501,S01008768,Western Harbour and Leith Docks - 01
EH6 6AS,55.979714,-3.175717,S01008768,Western Harbour and Leith Docks - 01
EH6 6AT,55.973641,-3.168964,S01008783,The Shore and Constitution Street - 06
EH6 6AU,55.979949,-3.174571,S01008768,Western Harbour and Leith Docks - 01
EH6 6AW,55.973312,-3.168553,S01008785,Great Junction Street - 01
EH6 6AX,55.973888,-3.168474,S01008783,The Shore and Constitution Street - 06
EH6 6AY,55.973455,-3.168670,S01008783,The Shore and Constitution Street - 06
EH6 6AZ,55.972797,-3.168906,S01008785,Great Junction Street - 01
EH6 6BA,55.974096,-3.169250,S01008783,The Shore and Constitution Street - 06
EH6 6BE,55.972731,-3.170202,S01008785,Great Junction Street - 01
EH6 6BG,55.972437,-3.170802,S01008785,Great Junction Street - 01
EH6 6BH,55.980276,-3.175109,S01008768,Western Harbour and Leith Docks - 01
EH6 6BJ,55.972190,-3.171339,S01008785,Great Junction Street - 01
EH6 6BP,55.980532,-3.176576,S01008768,Western Harbour and Leith Docks - 01
EH6 6BQ,55.972018,-3.172376,S01008786,Great Junction Street - 02
EH6 6BR,55.980093,-3.177364,S01008768,Western Harbour and Leith Docks - 01
EH6 6BS,55.972015,-3.172712,S01008786,Great Junction Street - 02
EH6 6BT,55.972028,-3.173177,S01008786,Great Junction Street - 02
EH6 6BU,55.972422,-3.174279,S01008786,Great Junction Street - 02
EH6 6BW,55.979600,-3.178182,S01008768,Western Harbour and Leith Docks - 01
EH6 6BX,55.973516,-3.173623,S01008786,Great Junction Street - 02
EH6 6BY,55.973824,-3.173376,S01008786,Great Junction Street - 02
EH6 6BZ,55.972830,-3.172048,S01008786,Great Junction Street - 02
EH6 6DA,55.973624,-3.171639,S01008785,Great Junction Street - 01
EH6 6DB,55.972995,-3.172581,S01008786,Great Junction Street - 02
EH6 6DD,55.972510,-3.172599,S01008786,Great Junction Street - 02
EH6 6DE,55.973252,-3.173006,S01008786,Great Junction Street - 02
EH6 6DF,55.974154,-3.173546,S01008787,Great Junction Street - 03
EH6 6DG,55.974027,-3.173718,S01008787,Great Junction Street - 03
EH6 6DH,55.974154,-3.173546,S01008787,Great Junction Street - 03
EH6 6DJ,55.973879,-3.172224,S01008785,Great Junction Street - 01
EH6 6DL,55.974394,-3.171919,S01008785,Great Junction Street - 01
EH6 6DN,55.974804,-3.171402,S01008785,Great Junction Street - 01
EH6 6DP,55.973897,-3.170397,S01008785,Great Junction Street - 01
EH6 6DQ,55.974027,-3.173734,S01008787,Great Junction Street - 03
EH6 6DR,55.973897,-3.170397,S01008785,Great Junction Street - 01
EH6 6DS,55.973083,-3.170918,S01008785,Great Junction Street - 01
EH6 6DT,55.973858,-3.175412,S01008788,Great Junction Street - 04
EH6 6DU,55.973492,-3.175208,S01008788,Great Junction Street - 04
EH6 6DW,55.974267,-3.171194,S01008785,Great Junction Street - 01
EH6 6DX,55.975210,-3.176895,S01008778,The Shore and Constitution Street - 01
EH6 6DY,55.975326,-3.175969,S01008778,The Shore and Constitution Street - 01
EH6 6EA,55.975747,-3.172328,S01008778,The Shore and Constitution Street - 01
EH6 6EB,55.974458,-3.172770,S01008786,Great Junction Street - 02
EH6 6ED,55.974553,-3.172308,S01008786,Great Junction Street - 02
EH6 6EJ,55.975880,-3.174431,S01008778,The Shore and Constitution Street - 01
EH6 6EL,55.976175,-3.172758,S01008778,The Shore and Constitution Street - 01
EH6 6EP,55.976272,-3.171991,S01008778,The Shore and Constitution Street - 01
EH6 6EQ,55.974567,-3.173574,S01008788,Great Junction Street - 04
EH6 6ER,55.974805,-3.175008,S01008778,The Shore and Constitution Street - 01
EH6 6ES,55.975102,-3.174023,S01008788,Great Junction Street - 04
EH6 6ET,55.976070,-3.174325,S01008778,The Shore and Constitution Street - 01
EH6 6EU,55.975605,-3.172196,S01008778,The Shore and Constitution Street - 01
EH6 6EW,55.975952,-3.173520,S01008778,The Shore and Constitution Street - 01
EH6 6EX,55.975678,-3.173977,S01008778,The Shore and Constitution Street - 01
EH6 6EY,55.976662,-3.173429,S01008778,The Shore and Constitution Street - 01
EH6 6EZ,55.979071,-3.178038,S01008769,Western Harbour and Leith Docks - 02
EH6 6FA,55.978796,-3.178686,S01008769,Western Harbour and Leith Docks - 02
EH6 6FB,55.978461,-3.178900,S01008769,Western Harbour and Leith Docks - 02
EH6 6FD,55.978440,-3.178291,S01008769,Western Harbour and Leith Docks - 02
EH6 6FE,55.978694,-3.178010,S01008769,Western Harbour and Leith Docks - 02
EH6 6FF,55.980292,-3.176296,S01008768,Western Harbour and Leith Docks - 01
EH6 6HB,55.976322,-3.175230,S01008778,The Shore and Constitution Street - 01
EH6 6HD,55.976225,-3.175948,S01008777,North Leith and Newhaven - 06
EH6 6HE,55.975895,-3.176611,S01008777,North Leith and Newhaven - 06
EH6 6HF,55.976035,-3.176103,S01008777,North Leith and Newhaven - 06
EH6 6HG,55.976286,-3.178081,S01008777,North Leith and Newhaven - 06
EH6 6HH,55.976276,-3.177184,S01008777,North Leith and Newhaven - 06
EH6 6HJ,55.975770,-3.178482,S01008777,North Leith and Newhaven - 06
EH6 6HL,55.976317,-3.174813,S01008778,The Shore and Constitution Street - 01
EH6 6HN,55.975855,-3.178949,S01008776,North Leith and Newhaven - 05
EH6 6HP,55.976651,-3.179310,S01008776,North Leith and Newhaven - 05
EH6 6HR,55.976834,-3.179909,S01008776,North Leith and Newhaven - 05
EH6 6HS,55.977263,-3.180162,S01008777,North Leith and Newhaven - 06
EH6 6HT,55.977519,-3.179737,S01008777,North Leith and Newhaven - 06
EH6 6HU,55.976685,-3.174776,S01008778,The Shore and Constitution Street - 01
EH6 6HW,55.975966,-3.179578,S01008776,North Leith and Newhaven - 05
EH6 6HZ,55.986507,-3.190638,S01008770,Western Harbour and Leith Docks - 03
EH6 6JA,55.976387,-3.171178,S01008778,The Shore and Constitution Street - 01
EH6 6JB,55.977938,-3.164975,S01008768,Western Harbour and Leith Docks - 01
EH6 6JD,55.977070,-3.174964,S01008777,North Leith and Newhaven - 06
EH6 6JE,55.977240,-3.175995,S01008777,North Leith and Newhaven - 06
EH6 6JF,55.977350,-3.176751,S01008777,North Leith and Newhaven - 06
EH6 6JG,55.978582,-3.180362,S01008769,Western Harbour and Leith Docks - 02
EH6 6JH,55.980327,-3.173540,S01008768,Western Harbour and Leith Docks - 01
EH6 6JJ,55.980053,-3.179670,S01008769,Western Harbour and Leith Docks - 02
EH6 6JL,55.978766,-3.168621,S01008779,The Shore and Constitution Street - 02
EH6 6JN,55.986084,-3.190721,S01008770,Western Harbour and Leith Docks - 03
EH6 6JP,55.976558,-3.177801,S01008777,North Leith and Newhaven - 06
EH6 6JQ,55.985607,-3.189889,S01008770,Western Harbour and Leith Docks - 03
EH6 6JR,55.976558,-3.177801,S01008777,North Leith and Newhaven - 06
EH6 6JS,55.976195,-3.179072,S01008777,North Leith and Newhaven - 06
EH6 6JT,55.976665,-3.178830,S01008777,North Leith and Newhaven - 06
EH6 6JU,55.977112,-3.179020,S01008777,North Leith and Newhaven - 06
EH6 6JW,55.977138,-3.178219,S01008777,North Leith and Newhaven - 06
EH6 6JX,55.977112,-3.179020,S01008777,North Leith and Newhaven - 06
EH6 6JY,55.977494,-3.179496,S01008777,North Leith and Newhaven - 06
EH6 6JZ,55.977746,-3.180401,S01008777,North Leith and Newhaven - 06
EH6 6LA,55.978012,-3.180746,S01008777,North Leith and Newhaven - 06
EH6 6LB,55.978118,-3.179098,S01008769,Western Harbour and Leith Docks - 02
EH6 6LD,55.985864,-3.189320,S01008770,Western Harbour and Leith Docks - 03
EH6 6LE,55.986194,-3.189554,S01008770,Western Harbour and Leith Docks - 03
EH6 6LF,55.976093,-3.170912,S01008778,The Shore and Constitution Street - 01
EH6 6LG,55.986620,-3.190129,S01008770,Western Harbour and Leith Docks - 03
EH6 6LH,55.976722,-3.170899,S01008778,The Shore and Constitution Street - 01
EH6 6LJ,55.980310,-3.173428,S01008768,Western Harbour and Leith Docks - 01
EH6 6LL,55.980141,-3.173246,S01008768,Western Harbour and Leith Docks - 01
EH6 6LN,55.980327,-3.173540,S01008768,Western Harbour and Leith Docks - 01
EH6 6LP,55.985142,-3.192439,S01008771,Western Harbour and Leith Docks - 04
EH6 6LQ,55.976969,-3.177076,S01008777,North Leith and Newhaven - 06
EH6 6LR,55.984511,-3.192580,S01008771,Western Harbour and Leith Docks - 04
EH6 6LS,55.977400,-3.175215,S01008769,Western Harbour and Leith Docks - 02
EH6 6LT,55.977463,-3.175184,S01008769,Western Harbour and Leith Docks - 02
EH6 6LU,55.977162,-3.171906,S01008778,The Shore and Constitution Street - 01
EH6 6LW,55.980327,-3.173540,S01008768,Western Harbour and Leith Docks - 01
EH6 6LX,55.977070,-3.173073,S01008778,The Shore and Constitution Street - 01
EH6 6LY,55.980310,-3.173428,S01008768,Western Harbour and Leith Docks - 01
EH6 6NA,55.979275,-3.181185,S01008769,Western Harbour and Leith Docks - 02
EH6 6ND,55.978619,-3.181213,S01008769,Western Harbour and Leith Docks - 02
EH6 6NF,55.977785,-3.177213,S01008769,Western Harbour and Leith Docks - 02
EH6 6NG,55.984873,-3.193280,S01008771,Western Harbour and Leith Docks - 04
EH6 6NH,55.979230,-3.182097,S01008769,Western Harbour and Leith Docks - 02
EH6 6NJ,55.979042,-3.180200,S01008769,Western Harbour and Leith Docks - 02
EH6 6NQ,55.979355,-3.180322,S01008769,Western Harbour and Leith Docks - 02
EH6 6NY,55.979007,-3.181048,S01008769,Western Harbour and Leith Docks - 02
EH6 6PA,55.985402,-3.193393,S01008771,Western Harbour and Leith Docks - 04
EH6 6PB,55.986496,-3.188073,S01008770,Western Harbour and Leith Docks - 03
EH6 6PD,55.978323,-3.182085,S01008777,North Leith and Newhaven - 06
EH6 6PF,55.987049,-3.188523,S01008770,Western Harbour and Leith Docks - 03
EH6 6PG,55.987226,-3.188769,S01008770,Western Harbour and Leith Docks - 03
EH6 6PJ,55.977588,-3.178105,S01008777,North Leith and Newhaven - 06
EH6 6PL,55.977219,-3.170674,S01008778,The Shore and Constitution Street - 01
EH6 6PN,55.986239,-3.188658,S01008770,Western Harbour and Leith Docks - 03
EH6 6PP,55.975913,-3.167237,S01008780,The Shore and Constitution Street - 03
EH6 6PQ,55.980659,-3.186804,S01008769,Western Harbour and Leith Docks - 02
EH6 6PR,55.976177,-3.168752,S01008780,The Shore and Constitution Street - 03
EH6 6PS,55.975928,-3.167510,S01008780,The Shore and Constitution Street - 03
EH6 6PT,55.986423,-3.189081,S01008770,Western Harbour and Leith Docks - 03
EH6 6PU,55.975657,-3.166685,S01008780,The Shore and Constitution Street - 03
EH6 6PW,55.975300,-3.167363,S01008780,The Shore and Constitution Street - 03
EH6 6PZ,55.986957,-3.189658,S01008770,Western Harbour and Leith Docks - 03
EH6 6QA,55.978485,-3.170696,S01008778,The Shore and Constitution Street - 01
EH6 6QB,55.977939,-3.171433,S01008778,The Shore and Constitution Street - 01
EH6 6QH,55.976553,-3.167882,S01008779,The Shore and Constitution Street - 02
EH6 6QJ,55.982553,-3.188801,S01008770,Western Harbour and Leith Docks - 03
EH6 6QN,55.976956,-3.169048,S01008778,The Shore and Constitution Street - 01
EH6 6QP,55.977765,-3.179296,S01008777,North Leith and Newhaven - 06
EH6 6QQ,55.978349,-3.173673,S01008768,Western Harbour and Leith Docks - 01
EH6 6QR,55.976918,-3.168261,S01008779,The Shore and Constitution Street - 02
EH6 6QU,55.975801,-3.169542,S01008784,The Shore and Constitution Street - 07
EH6 6QW,55.977522,-3.169033,S01008778,The Shore and Constitution Street - 01
EH6 6QZ,55.975583,-3.169791,S01008784,The Shore and Constitution Street - 07
EH6 6RA,55.975507,-3.170190,S01008778,The Shore and Constitution Street - 01
EH6 6RB,55.975426,-3.170267,S01008778,The Shore and Constitution Street - 01
EH6 6RD,55.975119,-3.170418,S01008784,The Shore and Constitution Street - 07
EH6 6RG,55.974875,-3.172462,S01008788,Great Junction Street - 04
EH6 6RH,55.974910,-3.172495,S01008788,Great Junction Street - 04
EH6 6RP,55.973983,-3.167948,S01008783,The Shore and Constitution Street - 06
EH6 6RR,55.974299,-3.167750,S01008783,The Shore and Constitution Street - 06
EH6 6RS,55.975006,-3.167162,S01008783,The Shore and Constitution Street - 06
EH6 6RY,55.974844,-3.168135,S01008784,The Shore and Constitution Street - 07
EH6 6RZ,55.974810,-3.168839,S01008783,The Shore and Constitution Street - 06
EH6 6SA,55.974346,-3.168552,S01008783,The Shore and Constitution Street - 06
EH6 6SB,55.974503,-3.168958,S01008783,The Shore and Constitution Street - 06
EH6 6SD,55.975287,-3.168805,S01008784,The Shore and Constitution Street - 07
EH6 6SE,55.975305,-3.167828,S01008784,The Shore and Constitution Street - 07
EH6 6SG,55.975635,-3.169040,S01008784,The Shore and Constitution Street - 07
EH6 6SH,55.975822,-3.168292,S01008784,The Shore and Constitution Street - 07
EH6 6SJ,55.975670,-3.168160,S01008784,The Shore and Constitution Street - 07
EH6 6SL,55.975992,-3.169259,S01008778,The Shore and Constitution Street - 01
EH6 6SS,55.975789,-3.168884,S01008778,The Shore and Constitution Street - 01
EH6 6ST,55.975464,-3.169019,S01008784,The Shore and Constitution Street - 07
EH6 6SU,55.974451,-3.169725,S01008784,The Shore and Constitution Street - 07
EH6 6SW,55.974828,-3.170762,S01008784,The Shore and Constitution Street - 07
EH6 6SZ,55.974965,-3.169532,S01008783,The Shore and Constitution Street - 06
EH6 6TG,55.973909,-3.176615,S01008788,Great Junction Street - 04
EH6 6TJ,55.974347,-3.175971,S01008788,Great Junction Street - 04
EH6 6TL,55.974689,-3.176895,S01008788,Great Junction Street - 04
EH6 6TN,55.974126,-3.175580,S01008788,Great Junction Street - 04
EH6 6TQ,55.973476,-3.175865,S01008788,Great Junction Street - 04
EH6 6TR,55.972483,-3.171653,S01008786,Great Junction Street - 02
EH6 6TX,55.977091,-3.177465,S01008777,North Leith and Newhaven - 06
EH6 7AA,55.970594,-3.170907,S01008793,South Leith - 02
EH6 7AB,55.971112,-3.170281,S01008785,Great Junction Street - 01
EH6 7AD,55.971677,-3.169449,S01008785,Great Junction Street - 01
EH6 7AE,55.972956,-3.168190,S01008782,The Shore and Constitution Street - 05
EH6 7AF,55.974160,-3.167249,S01008782,The Shore and Constitution Street - 05
EH6 7AG,55.972106,-3.168821,S01008782,The Shore and Constitution Street - 05
EH6 7AH,55.975589,-3.157677,S01008768,Western Harbour and Leith Docks - 01
EH6 7AJ,55.974482,-3.166521,S01008782,The Shore and Constitution Street - 05
EH6 7AL,55.972690,-3.161164,S01008768,Western Harbour and Leith Docks - 01
EH6 7AN,55.972636,-3.160265,S01008768,Western Harbour and Leith Docks - 01
EH6 7AP,55.972631,-3.160825,S01008768,Western Harbour and Leith Docks - 01
EH6 7AR,55.973844,-3.165493,S01008782,The Shore and Constitution Street - 05
EH6 7AX,55.972622,-3.160809,S01008768,Western Harbour and Leith Docks - 01
EH6 7AZ,55.972520,-3.160165,S01008768,Western Harbour and Leith Docks - 01
EH6 7BA,55.976972,-3.167317,S01008779,The Shore and Constitution Street - 02
EH6 7BD,55.974262,-3.165954,S01008782,The Shore and Constitution Street - 05
EH6 7BE,55.973616,-3.164893,S01008782,The Shore and Constitution Street - 05
EH6 7BF,55.978267,-3.166235,S01008768,Western Harbour and Leith Docks - 01
EH6 7BG,55.974830,-3.166772,S01008782,The Shore and Constitution Street - 05
EH6 7BH,55.974585,-3.165130,S01008780,The Shore and Constitution Street - 03
EH6 7BJ,55.974998,-3.164149,S01008781,The Shore and Constitution Street - 04
EH6 7BL,55.975219,-3.164573,S01008780,The Shore and Constitution Street - 03
EH6 7BN,55.976692,-3.164585,S01008780,The Shore and Constitution Street - 03
EH6 7BP,55.975329,-3.165313,S01008780,The Shore and Constitution Street - 03
EH6 7BQ,55.974561,-3.165755,S01008782,The Shore and Constitution Street - 05
EH6 7BS,55.975954,-3.165716,S01008780,The Shore and Constitution Street - 03
EH6 7BT,55.976282,-3.166175,S01008780,The Shore and Constitution Street - 03
