Postcode,Latitude,Longitude,LSOA Code,LSOA Name
EH1 1AD,55.948894,-3.192590,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1AE,55.949069,-3.189409,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1AG,55.947170,-3.189735,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1BB,55.951957,-3.189945,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 1BE,55.951957,-3.189945,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 1BL,55.950646,-3.191731,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1BN,55.950778,-3.190150,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1BP,55.950732,-3.190276,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1BQ,55.952627,-3.191295,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1BS,55.950716,-3.189139,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1BU,55.950587,-3.188494,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1BX,55.950871,-3.188887,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1DD,55.949585,-3.187102,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1DE,55.951133,-3.188751,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1DF,55.951228,-3.189987,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1DH,55.951182,-3.185454,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1DR,55.950929,-3.184693,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1DT,55.950988,-3.184167,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1EE,55.947964,-3.192113,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1EG,55.948446,-3.192512,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1EJ,55.947997,-3.191537,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1EL,55.947515,-3.191218,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1EN,55.947492,-3.191714,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1EY,55.946527,-3.190179,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1EZ,55.945884,-3.189839,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1HA,55.945884,-3.189839,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1HB,55.946113,-3.189334,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1HD,55.946565,-3.189124,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1HE,55.946495,-3.188929,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1HJ,55.948468,-3.187420,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1HN,55.948902,-3.187114,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1HR,55.948165,-3.187123,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1HT,55.947994,-3.188111,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1HU,55.947401,-3.190847,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1JF,55.947170,-3.189735,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1JG,55.948262,-3.188231,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1JH,55.948485,-3.188398,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1JJ,55.948748,-3.188134,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1JN,55.948528,-3.190513,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1JQ,55.948604,-3.187313,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1JR,55.947979,-3.192498,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1JS,55.948414,-3.189292,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1JT,55.948386,-3.189388,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1JU,55.947939,-3.193809,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1JW,55.948194,-3.191591,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1JX,55.948166,-3.192599,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1JY,55.947705,-3.193818,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1JZ,55.947905,-3.188973,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1LA,55.947915,-3.190750,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1LB,55.947915,-3.190750,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1LD,55.947915,-3.190750,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1LG,55.949282,-3.186853,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1LL,55.948897,-3.186697,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1LS,55.947842,-3.186168,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1LT,55.948084,-3.185279,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1LU,55.948189,-3.184674,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1LY,55.948771,-3.185812,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1LZ,55.948964,-3.184441,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1NA,55.948992,-3.184298,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1NB,55.949653,-3.185631,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1ND,55.950108,-3.191538,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 1NE,55.949274,-3.185860,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1NL,55.949649,-3.185103,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1NP,55.948386,-3.185673,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1NQ,55.948830,-3.187159,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1NS,55.948415,-3.186378,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1NU,55.949649,-3.185103,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1NW,55.949766,-3.191608,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 1NY,55.950476,-3.189724,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1PB,55.950473,-3.189131,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1PD,55.950294,-3.188085,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1PE,55.950169,-3.189026,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1PG,55.950108,-3.190673,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1PL,55.950317,-3.190360,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1PN,55.949935,-3.190860,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 1PQ,55.949921,-3.191436,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 1PS,55.949967,-3.191246,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 1PT,55.949836,-3.191850,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 1PW,55.949856,-3.191578,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 1PX,55.950367,-3.188952,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1PZ,55.950261,-3.188740,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1QA,55.950244,-3.188612,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1QB,55.951159,-3.190642,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1QG,55.950913,-3.188216,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1QL,55.950589,-3.188238,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1QN,55.950465,-3.188058,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1QQ,55.949785,-3.188710,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1QR,55.949094,-3.187760,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1QS,55.949785,-3.188710,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1QT,55.949716,-3.188452,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1QU,55.949757,-3.188805,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1QW,55.949611,-3.188096,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1QX,55.949725,-3.189413,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1QY,55.949276,-3.188390,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1RB,55.949237,-3.189702,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1RD,55.949429,-3.189291,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1RE,55.949575,-3.190897,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1RF,55.949505,-3.189854,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1RN,55.949256,-3.192313,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1RP,55.948695,-3.188997,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1RQ,55.948934,-3.190285,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1RR,55.949097,-3.188353,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1RT,55.949362,-3.188809,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1RW,55.949683,-3.189940,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 1RZ,55.943214,-3.232955,S01008874,Deans Village - 07
EH1 1SB,55.950786,-3.187379,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1SG,55.950544,-3.186411,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1SJ,55.950664,-3.187023,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1SP,55.950637,-3.186094,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1SR,55.950675,-3.184926,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1SS,55.950693,-3.185839,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1SU,55.950364,-3.183619,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1SW,55.950581,-3.186332,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1SX,55.949614,-3.183100,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1SY,55.949954,-3.183334,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1TA,55.950305,-3.184226,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1TB,55.950328,-3.185492,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1TD,55.950374,-3.184500,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1TE,55.950231,-3.184416,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1TF,55.950182,-3.184815,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1TG,55.950279,-3.184994,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1TH,55.949824,-3.186565,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1TQ,55.950089,-3.185132,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1TR,55.951054,-3.188557,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1WG,55.943214,-3.232955,S01008874,Deans Village - 07
EH1 1YH,55.948086,-3.191556,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 1YJ,55.950317,-3.190360,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1YP,55.950377,-3.190730,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 1YS,55.947816,-3.186039,S01008679,"Old Town, Princes Street and Leith Street - 06"
EH1 1YZ,55.950328,-3.193018,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2AA,55.949287,-3.209416,S01008660,Tollcross - 02
EH1 2AB,55.949622,-3.207313,S01008660,Tollcross - 02
EH1 2AD,55.949931,-3.207883,S01008660,Tollcross - 02
EH1 2AE,55.949504,-3.208414,S01008660,Tollcross - 02
EH1 2AF,55.947181,-3.200639,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2AJ,55.947181,-3.200639,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2AN,55.948992,-3.208350,S01008660,Tollcross - 02
EH1 2AP,55.947131,-3.201150,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2AS,55.948696,-3.208373,S01008660,Tollcross - 02
EH1 2AW,55.947592,-3.194423,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2BB,55.948334,-3.209546,S01008660,Tollcross - 02
EH1 2BD,55.948193,-3.209206,S01008660,Tollcross - 02
EH1 2BE,55.948237,-3.209335,S01008660,Tollcross - 02
EH1 2BW,55.948963,-3.209518,S01008660,Tollcross - 02
EH1 2DB,55.947551,-3.204174,S01008660,Tollcross - 02
EH1 2DH,55.948492,-3.207117,S01008660,Tollcross - 02
EH1 2DJ,55.947857,-3.205929,S01008660,Tollcross - 02
EH1 2DP,55.948491,-3.205404,S01008660,Tollcross - 02
EH1 2DY,55.947927,-3.205226,S01008660,Tollcross - 02
EH1 2EA,55.947443,-3.205067,S01008660,Tollcross - 02
EH1 2ED,55.947753,-3.204644,S01008660,Tollcross - 02
EH1 2EG,55.947551,-3.204174,S01008660,Tollcross - 02
EH1 2EL,55.947090,-3.202622,S01008660,Tollcross - 02
EH1 2EN,55.947551,-3.204174,S01008660,Tollcross - 02
EH1 2EP,55.949965,-3.206314,S01008868,Deans Village - 01
EH1 2EQ,55.946999,-3.203580,S01008660,Tollcross - 02
EH1 2ER,55.947291,-3.203205,S01008660,Tollcross - 02
EH1 2EU,55.949116,-3.204927,S01008660,Tollcross - 02
EH1 2EW,55.947964,-3.203290,S01008660,Tollcross - 02
EH1 2EX,55.948602,-3.193093,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2HB,55.948108,-3.194007,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2HD,55.947472,-3.194740,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2HE,55.948477,-3.193906,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2HG,55.948815,-3.193308,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2HH,55.948213,-3.194298,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2HJ,55.947588,-3.194743,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2HP,55.946864,-3.197139,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2HR,55.946951,-3.195620,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2HS,55.947058,-3.196633,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2HU,55.946585,-3.197178,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2HX,55.946570,-3.196954,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2HY,55.947098,-3.198059,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2JA,55.946818,-3.198178,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2JB,55.946812,-3.198851,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2JE,55.946503,-3.198249,S01008661,Tollcross - 03
EH1 2JL,55.948616,-3.194375,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2JN,55.948980,-3.193922,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2JP,55.948235,-3.194747,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2JR,55.947832,-3.195536,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2JT,55.947777,-3.196655,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2JU,55.947486,-3.196950,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2JW,55.948618,-3.194231,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2JY,55.947168,-3.199166,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2LB,55.946204,-3.199440,S01008661,Tollcross - 03
EH1 2LD,55.946379,-3.198997,S01008661,Tollcross - 03
EH1 2LE,55.946243,-3.200018,S01008661,Tollcross - 03
EH1 2LF,55.946243,-3.200018,S01008661,Tollcross - 03
EH1 2LH,55.946906,-3.198405,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2LJ,55.947737,-3.196093,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2LN,55.949887,-3.193101,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2LP,55.949815,-3.193995,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2LQ,55.946805,-3.199555,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2LS,55.953889,-3.229226,S01008885,Murrayfield and Ravelston - 05
EH1 2LU,55.949702,-3.195465,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2LX,55.949711,-3.195465,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2NA,55.949350,-3.196527,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2ND,55.948981,-3.195651,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2NE,55.948744,-3.195996,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2NF,55.948784,-3.195629,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2NG,55.948961,-3.201479,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2NH,55.948006,-3.197094,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2NQ,55.948545,-3.196198,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2NT,55.949488,-3.193393,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2NX,55.949742,-3.193160,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2NY,55.949902,-3.193405,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2PA,55.949514,-3.193490,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2PB,55.949401,-3.194063,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2PE,55.949327,-3.194236,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2PF,55.949281,-3.194443,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2PG,55.949082,-3.193572,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2PH,55.949107,-3.193781,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2PQ,55.949172,-3.193623,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2PR,55.948545,-3.196198,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2PS,55.949141,-3.193062,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2PW,55.948503,-3.194916,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2QA,55.947612,-3.193287,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2QB,55.947655,-3.192536,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2QD,55.947685,-3.192184,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2QE,55.947122,-3.191863,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2QG,55.947223,-3.191642,S01008678,"Old Town, Princes Street and Leith Street - 05"
EH1 2QH,55.946256,-3.191292,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2QL,55.946135,-3.191752,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2QN,55.945811,-3.190846,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2QP,55.945661,-3.191482,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2QQ,55.946651,-3.191384,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2QZ,55.945655,-3.190313,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2RA,55.945664,-3.190265,S01008674,"Old Town, Princes Street and Leith Street - 01"
EH1 2RT,55.946817,-3.199219,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2RU,55.946598,-3.199549,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2RX,55.946589,-3.199548,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 2YD,55.943214,-3.232955,S01008874,Deans Village - 07
EH1 2YT,55.948961,-3.201479,S01008675,"Old Town, Princes Street and Leith Street - 02"
EH1 3AA,55.956890,-3.185276,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AB,55.958260,-3.186663,S01008845,New Town East and Gayfield - 01
EH1 3AD,55.954829,-3.188432,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AE,55.954829,-3.188432,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AF,55.957544,-3.184495,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AH,55.956793,-3.184072,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AJ,55.956196,-3.185495,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AL,55.956939,-3.183836,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AN,55.955044,-3.186549,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AR,55.955721,-3.188123,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AS,55.954829,-3.188432,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AT,55.954045,-3.187639,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AU,55.956230,-3.185608,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AX,55.954584,-3.189594,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AY,55.954731,-3.190143,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3AZ,55.957465,-3.183339,S01008809,Hillside and Calton Hill - 04
EH1 3BG,55.953738,-3.187870,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3BJ,55.954502,-3.185940,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3BP,55.955707,-3.188667,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3BQ,55.954090,-3.185783,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3BS,55.955137,-3.189979,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3DE,55.953752,-3.185452,S01008809,Hillside and Calton Hill - 04
EH1 3DG,55.953650,-3.183896,S01008809,Hillside and Calton Hill - 04
EH1 3DQ,55.955162,-3.191133,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3DX,55.955722,-3.190782,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3EB,55.955775,-3.191824,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3EG,55.953385,-3.188116,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3EN,55.955919,-3.190916,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3EP,55.956307,-3.191601,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3GX,55.950377,-3.190730,S01008677,"Old Town, Princes Street and Leith Street - 04"
EH1 3HP,55.956127,-3.189785,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3HU,55.956586,-3.189719,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3HY,55.957034,-3.189909,S01008847,New Town East and Gayfield - 03
EH1 3JD,55.956356,-3.188383,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3JP,55.972830,-3.172048,S01008786,Great Junction Street - 02
EH1 3JT,55.957149,-3.187270,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3JU,55.957517,-3.188226,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3JX,55.957558,-3.187715,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3LD,55.957822,-3.188268,S01008846,New Town East and Gayfield - 02
EH1 3LE,55.957757,-3.186600,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3LH,55.958004,-3.187120,S01008846,New Town East and Gayfield - 02
EH1 3LR,55.958274,-3.186167,S01008845,New Town East and Gayfield - 01
EH1 3LT,55.958097,-3.185857,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3LU,55.957754,-3.186023,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3LY,55.957501,-3.187072,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3NA,55.958705,-3.186212,S01008845,New Town East and Gayfield - 01
EH1 3NE,55.958342,-3.185609,S01008845,New Town East and Gayfield - 01
EH1 3NH,55.958014,-3.185182,S01008845,New Town East and Gayfield - 01
EH1 3NQ,55.957379,-3.185787,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3NR,55.959059,-3.186752,S01008845,New Town East and Gayfield - 01
EH1 3NS,55.959174,-3.186931,S01008845,New Town East and Gayfield - 01
EH1 3NT,55.959348,-3.186568,S01008845,New Town East and Gayfield - 01
EH1 3NW,55.958860,-3.185897,S01008845,New Town East and Gayfield - 01
EH1 3NX,55.959709,-3.185458,S01008845,New Town East and Gayfield - 01
EH1 3NZ,55.959486,-3.184346,S01008845,New Town East and Gayfield - 01
EH1 3PA,55.959283,-3.184949,S01008845,New Town East and Gayfield - 01
EH1 3PG,55.956385,-3.192868,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3PP,55.956262,-3.193537,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3PQ,55.957593,-3.191560,S01008847,New Town East and Gayfield - 03
EH1 3PR,55.955948,-3.193479,S01008849,New Town West - 01
EH1 3PX,55.956739,-3.191566,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3PY,55.956785,-3.192432,S01008847,New Town East and Gayfield - 03
EH1 3QB,55.957168,-3.192700,S01008847,New Town East and Gayfield - 03
EH1 3QH,55.957369,-3.191425,S01008847,New Town East and Gayfield - 03
EH1 3QN,55.957075,-3.191192,S01008847,New Town East and Gayfield - 03
EH1 3QP,55.957680,-3.190890,S01008847,New Town East and Gayfield - 03
EH1 3QR,55.957598,-3.190103,S01008847,New Town East and Gayfield - 03
EH1 3QY,55.957344,-3.189406,S01008847,New Town East and Gayfield - 03
EH1 3RG,55.957973,-3.188464,S01008846,New Town East and Gayfield - 02
EH1 3RH,55.957154,-3.188599,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3RJ,55.958049,-3.188979,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3RL,55.958380,-3.189069,S01008846,New Town East and Gayfield - 02
EH1 3RN,55.958428,-3.187918,S01008846,New Town East and Gayfield - 02
EH1 3RP,55.958560,-3.187233,S01008846,New Town East and Gayfield - 02
EH1 3RR,55.958910,-3.187244,S01008845,New Town East and Gayfield - 01
EH1 3RS,55.959090,-3.189107,S01008846,New Town East and Gayfield - 02
EH1 3RT,55.959028,-3.188112,S01008846,New Town East and Gayfield - 02
EH1 3RW,55.958690,-3.187734,S01008846,New Town East and Gayfield - 02
EH1 3RX,55.958794,-3.189066,S01008846,New Town East and Gayfield - 02
EH1 3RZ,55.958794,-3.189931,S01008846,New Town East and Gayfield - 02
EH1 3SA,55.958699,-3.190537,S01008847,New Town East and Gayfield - 03
EH1 3SB,55.957962,-3.189633,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3SP,55.955186,-3.187738,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3WG,55.943214,-3.232955,S01008874,Deans Village - 07
EH1 3YT,55.953751,-3.189296,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 3YY,55.953751,-3.189296,S01008676,"Old Town, Princes Street and Leith Street - 03"
EH1 9AG,55.943214,-3.232955,S01008874,Deans Village - 07
EH1 9AJ,55.943214,-3.232955,S01008874,Deans Village - 07
