Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
EH1 1LU,Yes,55.948189,-3.184674,326114,673429,NT261734,City Centre,,2009-10-01,,78,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1LW,No,55.950157,-3.191155,325713,673654,NT257736,City Centre,,2013-08-01,2024-07-01,88,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1LX,No,55.948724,-3.186035,326030,673490,NT260734,City Centre,,1994-02-01,1995-12-01,78,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1LY,Yes,55.948771,-3.185812,326044,673494,NT260734,City Centre,,1983-03-01,,77,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1LZ,Yes,55.948964,-3.184441,326130,673515,NT261735,City Centre,,1980-01-01,,73,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1NA,Yes,55.948992,-3.184298,326139,673517,NT261735,City Centre,,1980-01-01,,72,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1NB,Yes,55.949653,-3.185631,326057,673592,NT260735,City Centre,,1992-12-01,,76,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1ND,Yes,55.950108,-3.191538,325689,673649,NT256736,City Centre,,2009-08-01,,89,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008675,"Old Town, Princes Street and Leith Street - 02",S01014710,"Old Town, Princes Street and Leith Street - 02"
EH1 1NE,Yes,55.949274,-3.185860,326042,673551,NT260735,City Centre,,1980-01-01,,75,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1NJ,No,55.949809,-3.185268,326080,673609,NT260736,City Centre,,1973-08-01,1977-07-01,74,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1NL,Yes,55.949649,-3.185103,326090,673591,NT260735,City Centre,,1983-11-01,,73,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1NN,No,55.948674,-3.186562,325997,673485,NT259734,City Centre,,1980-01-01,2012-07-01,81,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1NP,Yes,55.948386,-3.185673,326052,673452,NT260734,City Centre,,1980-01-01,,79,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1NQ,Yes,55.948830,-3.187159,325960,673503,NT259735,City Centre,,1980-01-01,,80,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1NS,Yes,55.948415,-3.186378,326008,673455,NT260734,City Centre,,1992-05-01,,82,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1NT,No,55.960377,-3.176701,326635,674776,NT266747,Leith Walk,,2008-05-01,2009-04-01,29,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008806,Hillside and Calton Hill - 01,S01014855,Hillside and Calton Hill - 01
EH1 1NU,Yes,55.949649,-3.185103,326090,673591,NT260735,City Centre,,1982-03-01,,73,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1NW,Yes,55.949766,-3.191608,325684,673611,NT256736,City Centre,,2017-10-01,,79,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008675,"Old Town, Princes Street and Leith Street - 02",S01014710,"Old Town, Princes Street and Leith Street - 02"
EH1 1NX,No,55.949250,-3.187332,325950,673549,NT259735,City Centre,,1982-12-01,1995-12-01,80,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1NY,Yes,55.950476,-3.189724,325803,673688,NT258736,City Centre,,1991-11-01,,84,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1NZ,No,55.950113,-3.191042,325720,673649,NT257736,City Centre,,1980-01-01,1995-12-01,89,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1PA,No,55.949527,-3.187533,325938,673580,NT259735,City Centre,,1990-12-01,1998-06-01,82,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
EH1 1PB,Yes,55.950473,-3.189131,325840,673687,NT258736,City Centre,,1980-01-01,,86,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1PD,Yes,55.950294,-3.188085,325905,673666,NT259736,City Centre,,1980-01-01,,86,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1PE,Yes,55.950169,-3.189026,325846,673654,NT258736,City Centre,,1980-01-01,,89,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1PF,No,55.932277,-3.250038,322000,671730,NT220717,Fountainbridge/Craiglockhart,,1993-05-01,1994-12-01,52,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008478,Stenhouse and Saughton Mains - 06,S01014495,Stenhouse and Saughton Mains - 06
EH1 1PG,Yes,55.950108,-3.190673,325743,673649,NT257736,City Centre,,2003-03-01,,84,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1PH,No,55.950024,-3.191856,325669,673640,NT256736,City Centre,,1999-12-01,2009-02-01,91,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008675,"Old Town, Princes Street and Leith Street - 02",S01014710,"Old Town, Princes Street and Leith Street - 02"
EH1 1PJ,No,55.950369,-3.189673,325806,673676,NT258736,City Centre,,1980-01-01,2002-11-01,86,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1PL,Yes,55.950317,-3.190360,325763,673671,NT257736,City Centre,,1980-01-01,,83,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1PN,Yes,55.949935,-3.190860,325731,673629,NT257736,City Centre,,1980-01-01,,93,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008675,"Old Town, Princes Street and Leith Street - 02",S01014710,"Old Town, Princes Street and Leith Street - 02"
EH1 1PQ,Yes,55.949921,-3.191436,325695,673629,NT256736,City Centre,,2009-09-01,,92,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008675,"Old Town, Princes Street and Leith Street - 02",S01014710,"Old Town, Princes Street and Leith Street - 02"
EH1 1PR,No,55.960377,-3.176701,326635,674776,NT266747,Leith Walk,,2005-05-01,2008-05-01,29,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008806,Hillside and Calton Hill - 01,S01014855,Hillside and Calton Hill - 01
EH1 1PS,Yes,55.949967,-3.191246,325707,673633,NT257736,City Centre,,1980-01-01,,91,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008675,"Old Town, Princes Street and Leith Street - 02",S01014710,"Old Town, Princes Street and Leith Street - 02"
EH1 1PT,Yes,55.949836,-3.191850,325669,673620,NT256736,City Centre,,1980-01-01,,94,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008675,"Old Town, Princes Street and Leith Street - 02",S01014710,"Old Town, Princes Street and Leith Street - 02"
EH1 1PU,No,55.950183,-3.193126,325590,673659,NT255736,City Centre,,1973-08-01,1994-12-01,87,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008675,"Old Town, Princes Street and Leith Street - 02",S01014710,"Old Town, Princes Street and Leith Street - 02"
EH1 1PW,Yes,55.949856,-3.191578,325686,673621,NT256736,City Centre,,1980-01-01,,92,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008675,"Old Town, Princes Street and Leith Street - 02",S01014710,"Old Town, Princes Street and Leith Street - 02"
EH1 1PX,Yes,55.950367,-3.188952,325851,673675,NT258736,City Centre,,1982-04-01,,87,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1PY,No,55.950183,-3.193126,325590,673659,NT255736,City Centre,,1973-08-01,1992-01-01,87,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008675,"Old Town, Princes Street and Leith Street - 02",S01014710,"Old Town, Princes Street and Leith Street - 02"
EH1 1PZ,Yes,55.950261,-3.188740,325864,673663,NT258736,City Centre,,1980-01-01,,88,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1QA,Yes,55.950244,-3.188612,325872,673661,NT258736,City Centre,,1980-01-01,,88,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1QB,Yes,55.951159,-3.190642,325747,673765,NT257737,City Centre,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1QD,No,55.950665,-3.191571,325688,673711,NT256737,City Centre,,2007-01-01,2007-01-01,75,Scotland,2026-05-29,Imputed by ONS by reference to surrounding postcode grid references,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1QE,No,55.949802,-3.191673,325680,673616,NT256736,City Centre,,1980-01-01,2004-08-01,93,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008675,"Old Town, Princes Street and Leith Street - 02",S01014710,"Old Town, Princes Street and Leith Street - 02"
EH1 1QF,No,55.950365,-3.190041,325783,673676,NT257736,City Centre,,1994-02-01,1997-06-01,85,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1QG,Yes,55.950913,-3.188216,325898,673735,NT258737,City Centre,,1980-01-01,,79,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1QH,No,55.960377,-3.176701,326635,674776,NT266747,Leith Walk,,2006-08-01,2008-09-01,29,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008806,Hillside and Calton Hill - 01,S01014855,Hillside and Calton Hill - 01
EH1 1QJ,No,55.950920,-3.188424,325885,673736,NT258737,City Centre,,1980-01-01,2003-07-01,80,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1QL,Yes,55.950589,-3.188238,325896,673699,NT258736,City Centre,,1980-01-01,,85,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1QN,Yes,55.950465,-3.188058,325907,673685,NT259736,City Centre,,1980-01-01,,86,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008677,"Old Town, Princes Street and Leith Street - 04",S01014713,"Old Town, Princes Street and Leith Street - 04"
EH1 1QP,No,55.949782,-3.188149,325900,673610,NT258736,City Centre,,1973-08-01,1992-07-01,86,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008679,"Old Town, Princes Street and Leith Street - 06",S01014715,"Old Town, Princes Street and Leith Street - 06"
