Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
EH11 1JX,Yes,55.937630,-3.218946,323953,672291,NT239722,Morningside,,1980-01-01,,85,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008645,Polwarth - 01,S01014677,Polwarth - 01
EH11 1JY,Yes,55.937464,-3.219389,323925,672273,NT239722,Morningside,,1980-01-01,,84,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008645,Polwarth - 01,S01014677,Polwarth - 01
EH11 1JZ,Yes,55.937134,-3.219074,323944,672236,NT239722,Morningside,,1980-01-01,,85,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008645,Polwarth - 01,S01014677,Polwarth - 01
EH11 1LA,Yes,55.936847,-3.219033,323946,672204,NT239722,Morningside,,1980-01-01,,85,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008645,Polwarth - 01,S01014677,Polwarth - 01
EH11 1LB,Yes,55.936782,-3.219287,323930,672197,NT239721,Morningside,,1980-01-01,,83,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008645,Polwarth - 01,S01014677,Polwarth - 01
EH11 1LD,Yes,55.936449,-3.220189,323873,672161,NT238721,Morningside,,1980-01-01,,82,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008645,Polwarth - 01,S01014677,Polwarth - 01
EH11 1LE,Yes,55.936495,-3.221007,323822,672167,NT238721,Morningside,,1980-01-01,,80,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008646,Polwarth - 02,S01014678,Polwarth - 02
EH11 1LF,Yes,55.936236,-3.220839,323832,672138,NT238721,Morningside,,1980-01-01,,81,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008646,Polwarth - 02,S01014678,Polwarth - 02
EH11 1LG,Yes,55.936227,-3.221783,323773,672138,NT237721,Morningside,,1980-01-01,,79,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008646,Polwarth - 02,S01014678,Polwarth - 02
EH11 1LH,Yes,55.935822,-3.220922,323826,672092,NT238720,Morningside,,1980-01-01,,81,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008646,Polwarth - 02,S01014678,Polwarth - 02
EH11 1LJ,Yes,55.936239,-3.219655,323906,672137,NT239721,Morningside,,1980-01-01,,83,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008634,Merchiston and Greenhill - 03,S01014666,Merchiston and Greenhill - 03
EH11 1LL,Yes,55.936489,-3.218862,323956,672164,NT239721,Morningside,,1980-01-01,,86,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008634,Merchiston and Greenhill - 03,S01014666,Merchiston and Greenhill - 03
EH11 1LN,Yes,55.936897,-3.217594,324036,672208,NT240722,Morningside,,1980-01-01,,87,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008645,Polwarth - 01,S01014677,Polwarth - 01
EH11 1LP,Yes,55.933130,-3.234075,322999,671807,NT229718,Fountainbridge/Craiglockhart,,2002-08-01,,65,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1LQ,Yes,55.935995,-3.221584,323785,672112,NT237721,Morningside,,1980-01-01,,80,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1LR,Yes,55.932788,-3.234128,322995,671769,NT229717,Fountainbridge/Craiglockhart,,2005-12-01,,66,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1LS,Yes,55.935135,-3.225847,323517,672021,NT235720,Fountainbridge/Craiglockhart,,1980-01-01,,72,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1LT,Yes,55.934808,-3.225276,323552,671984,NT235719,Fountainbridge/Craiglockhart,,1980-01-01,,75,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1LU,Yes,55.933970,-3.223713,323648,671889,NT236718,Morningside,,1980-01-01,,80,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1LW,Yes,55.937438,-3.216555,324102,672267,NT241722,Morningside,,1980-01-01,,88,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008644,Bruntsfield - 07,S01014676,Bruntsfield - 07
EH11 1LX,Yes,55.934704,-3.223080,323689,671970,NT236719,Morningside,,1980-01-01,,78,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1LY,Yes,55.935285,-3.222506,323726,672034,NT237720,Morningside,,1980-01-01,,78,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1LZ,Yes,55.935818,-3.222203,323746,672093,NT237720,Morningside,,1980-01-01,,78,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1NA,Yes,55.935485,-3.220495,323852,672054,NT238720,Morningside,,1980-01-01,,83,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008646,Polwarth - 02,S01014678,Polwarth - 02
EH11 1NB,Yes,55.935976,-3.219006,323946,672107,NT239721,Morningside,,1980-01-01,,85,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008634,Merchiston and Greenhill - 03,S01014666,Merchiston and Greenhill - 03
EH11 1ND,Yes,55.936356,-3.217769,324024,672148,NT240721,Morningside,,1980-01-01,,86,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008634,Merchiston and Greenhill - 03,S01014666,Merchiston and Greenhill - 03
EH11 1NE,Yes,55.936891,-3.216361,324113,672206,NT241722,Morningside,,1980-01-01,,88,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008634,Merchiston and Greenhill - 03,S01014666,Merchiston and Greenhill - 03
EH11 1NF,Yes,55.936575,-3.215647,324157,672170,NT241721,Morningside,,1980-01-01,,88,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008634,Merchiston and Greenhill - 03,S01014666,Merchiston and Greenhill - 03
EH11 1NG,Yes,55.936039,-3.217151,324062,672112,NT240721,Morningside,,1980-01-01,,87,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008634,Merchiston and Greenhill - 03,S01014666,Merchiston and Greenhill - 03
EH11 1NH,Yes,55.933809,-3.222812,323704,671870,NT237718,Morningside,,1980-01-01,,81,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1NJ,Yes,55.932366,-3.225103,323558,671712,NT235717,Morningside,,1980-01-01,,78,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1NL,Yes,55.932149,-3.224312,323607,671687,NT236716,Morningside,,1980-01-01,,81,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1NN,Yes,55.930171,-3.227130,323427,671470,NT234714,Morningside,,1980-01-01,,76,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008508,Craiglockhart - 01,S01014528,Craiglockhart - 01
EH11 1NP,Yes,55.932455,-3.226978,323441,671724,NT234717,Fountainbridge/Craiglockhart,,1980-01-01,,74,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1NQ,Yes,55.934811,-3.220474,323852,671979,NT238719,Morningside,,1980-01-01,,85,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008646,Polwarth - 02,S01014678,Polwarth - 02
EH11 1NR,Yes,55.933224,-3.228267,323362,671811,NT233718,Fountainbridge/Craiglockhart,,1980-01-01,,71,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1NS,Yes,55.933603,-3.228151,323370,671853,NT233718,Fountainbridge/Craiglockhart,,1980-01-01,,71,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1NT,Yes,55.935407,-3.219276,323928,672044,NT239720,Morningside,,1980-01-01,,86,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008634,Merchiston and Greenhill - 03,S01014666,Merchiston and Greenhill - 03
EH11 1NU,No,55.932149,-3.224312,323607,671687,NT236716,Morningside,,1980-01-01,2002-09-01,81,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1NW,Yes,55.930344,-3.226031,323496,671488,NT234714,Morningside,,1980-01-01,,78,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1NX,Yes,55.936593,-3.227414,323422,672185,NT234721,Fountainbridge/Craiglockhart,,1980-01-01,,68,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1NY,Yes,55.936307,-3.228221,323371,672154,NT233721,Fountainbridge/Craiglockhart,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1NZ,Yes,55.936130,-3.227943,323388,672134,NT233721,Fountainbridge/Craiglockhart,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1PA,Yes,55.935948,-3.228994,323322,672115,NT233721,Fountainbridge/Craiglockhart,,1980-01-01,,65,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1PB,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,1994-02-01,2000-06-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1PD,Yes,55.935165,-3.229209,323307,672028,NT233720,Fountainbridge/Craiglockhart,,1980-01-01,,66,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1PE,Yes,55.935253,-3.229372,323297,672038,NT232720,Fountainbridge/Craiglockhart,,1980-01-01,,66,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1PF,Yes,55.935078,-3.229751,323273,672019,NT232720,Fountainbridge/Craiglockhart,,1980-01-01,,66,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1PG,Yes,55.935078,-3.229751,323273,672019,NT232720,Fountainbridge/Craiglockhart,,1980-01-01,,66,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1PH,No,55.935591,-3.231464,323167,672078,NT231720,Sighthill/Gorgie,,1980-01-01,2025-05-01,61,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1PJ,Yes,55.934824,-3.230015,323256,671991,NT232719,Fountainbridge/Craiglockhart,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1PL,Yes,55.934125,-3.229817,323267,671913,NT232719,Fountainbridge/Craiglockhart,,1980-01-01,,69,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1PN,Yes,55.933923,-3.230274,323238,671891,NT232718,Fountainbridge/Craiglockhart,,1980-01-01,,69,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1PP,Yes,55.934692,-3.230619,323218,671977,NT232719,Fountainbridge/Craiglockhart,,1980-01-01,,66,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1PQ,Yes,55.934824,-3.230015,323256,671991,NT232719,Fountainbridge/Craiglockhart,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1PR,Yes,55.934928,-3.231299,323176,672004,NT231720,Fountainbridge/Craiglockhart,,1980-01-01,,65,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1PS,Yes,55.934493,-3.234407,322981,671959,NT229719,Sighthill/Gorgie,,1980-01-01,,60,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008502,Shandon - 01,S01014522,Shandon - 01
EH11 1PT,Yes,55.935078,-3.235177,322934,672025,NT229720,Sighthill/Gorgie,,1980-01-01,,56,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008492,Gorgie West - 01,S01014511,Gorgie West - 01
EH11 1PU,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,1996-06-01,2000-11-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1PW,Yes,55.934262,-3.230557,323221,671929,NT232719,Fountainbridge/Craiglockhart,,1980-01-01,,68,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1PX,No,55.935124,-3.235083,322940,672030,NT229720,Sighthill/Gorgie,,1980-01-01,1997-06-01,56,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008492,Gorgie West - 01,S01014511,Gorgie West - 01
EH11 1PY,No,55.935810,-3.236513,322852,672108,NT228721,Sighthill/Gorgie,,1980-01-01,2010-03-01,53,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008492,Gorgie West - 01,S01014510,Gorgie West - 01
EH11 1PZ,Yes,55.935628,-3.235883,322891,672087,NT228720,Sighthill/Gorgie,,2013-12-01,,54,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008492,Gorgie West - 01,S01014510,Gorgie West - 01
EH11 1QA,Yes,55.936441,-3.236293,322867,672178,NT228721,Sighthill/Gorgie,,1980-01-01,,51,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014516,Gorgie West - 05
EH11 1QB,No,55.935591,-3.231464,323167,672078,NT231720,Sighthill/Gorgie,,1981-03-01,2012-08-01,61,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1QD,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2002-07-01,2002-07-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1QE,Yes,55.933941,-3.232068,323126,671895,NT231718,Fountainbridge/Craiglockhart,,1980-01-01,,66,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1QF,Yes,55.932250,-3.233150,323055,671708,NT230717,Fountainbridge/Craiglockhart,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1QG,Yes,55.933014,-3.232246,323113,671792,NT231717,Fountainbridge/Craiglockhart,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1QH,Yes,55.933685,-3.231595,323155,671866,NT231718,Fountainbridge/Craiglockhart,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1QJ,Yes,55.933596,-3.230632,323215,671855,NT232718,Fountainbridge/Craiglockhart,,1980-01-01,,69,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1QL,Yes,55.934162,-3.231531,323160,671919,NT231719,Fountainbridge/Craiglockhart,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1QN,Yes,55.934461,-3.231236,323179,671952,NT231719,Fountainbridge/Craiglockhart,,1980-01-01,,66,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1QP,Yes,55.933378,-3.233555,323032,671834,NT230718,Fountainbridge/Craiglockhart,,1980-01-01,,65,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1QQ,Yes,55.932698,-3.232300,323109,671757,NT231717,Fountainbridge/Craiglockhart,,1980-01-01,,68,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1QR,Yes,55.933743,-3.233934,323009,671875,NT230718,Fountainbridge/Craiglockhart,,1980-01-01,,64,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1QS,No,55.933308,-3.234241,322989,671827,NT229718,Fountainbridge/Craiglockhart,,1980-01-01,2000-10-01,65,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1QT,Yes,55.933035,-3.234600,322966,671797,NT229717,Fountainbridge/Craiglockhart,,1980-01-01,,65,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1QU,Yes,55.933550,-3.235241,322927,671855,NT229718,Sighthill/Gorgie,,1980-01-01,,63,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008492,Gorgie West - 01,S01014511,Gorgie West - 01
EH11 1QW,Yes,55.934145,-3.233195,323056,671919,NT230719,Fountainbridge/Craiglockhart,,1990-09-01,,64,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1QX,Yes,55.933964,-3.234230,322991,671900,NT229718,Sighthill/Gorgie,,1992-12-01,,63,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1QY,Yes,55.933013,-3.235032,322939,671795,NT229717,Fountainbridge/Craiglockhart,,1980-01-01,,64,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1QZ,Yes,55.932494,-3.234759,322955,671737,NT229717,Fountainbridge/Craiglockhart,,1980-01-01,,65,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1RA,No,55.934146,-3.233131,323060,671919,NT230719,Fountainbridge/Craiglockhart,,1992-02-01,1992-07-01,64,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1RB,Yes,55.934137,-3.233147,323059,671918,NT230719,Fountainbridge/Craiglockhart,,1995-12-01,,64,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1RD,No,55.933712,-3.231564,323157,671869,NT231718,Fountainbridge/Craiglockhart,,1992-10-01,1994-12-01,67,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1RE,Yes,55.933270,-3.230014,323253,671818,NT232718,Fountainbridge/Craiglockhart,,1980-01-01,,70,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1RF,Yes,55.932659,-3.229018,323314,671749,NT233717,Fountainbridge/Craiglockhart,,1980-01-01,,71,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1RG,Yes,55.931747,-3.227724,323393,671646,NT233716,Fountainbridge/Craiglockhart,,1980-01-01,,73,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1RH,Yes,55.931803,-3.229311,323294,671654,NT232716,Fountainbridge/Craiglockhart,,1980-01-01,,72,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1RJ,Yes,55.931292,-3.230111,323243,671598,NT232715,Fountainbridge/Craiglockhart,,1980-01-01,,71,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1RL,Yes,55.931035,-3.229750,323265,671569,NT232715,Fountainbridge/Craiglockhart,,1980-01-01,,72,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1RN,Yes,55.930292,-3.231231,323171,671488,NT231714,Fountainbridge/Craiglockhart,,1980-01-01,,68,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008508,Craiglockhart - 01,S01014528,Craiglockhart - 01
EH11 1RP,Yes,55.930017,-3.229014,323309,671454,NT233714,Fountainbridge/Craiglockhart,,1980-01-01,,73,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008508,Craiglockhart - 01,S01014528,Craiglockhart - 01
EH11 1RQ,Yes,55.932187,-3.228619,323338,671696,NT233716,Fountainbridge/Craiglockhart,,1980-01-01,,73,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1RR,Yes,55.931152,-3.227865,323383,671580,NT233715,Fountainbridge/Craiglockhart,,1980-01-01,,76,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008508,Craiglockhart - 01,S01014528,Craiglockhart - 01
EH11 1RS,Yes,55.931585,-3.228615,323337,671629,NT233716,Fountainbridge/Craiglockhart,,1980-01-01,,74,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008508,Craiglockhart - 01,S01014528,Craiglockhart - 01
EH11 1RT,Yes,55.932252,-3.227484,323409,671702,NT234717,Fountainbridge/Craiglockhart,,1980-01-01,,74,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1RU,Yes,55.932659,-3.228153,323368,671748,NT233717,Fountainbridge/Craiglockhart,,1980-01-01,,71,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1RW,Yes,55.930796,-3.229343,323290,671542,NT232715,Fountainbridge/Craiglockhart,,1980-01-01,,73,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008508,Craiglockhart - 01,S01014528,Craiglockhart - 01
EH11 1RX,Yes,55.933084,-3.228807,323328,671796,NT233717,Fountainbridge/Craiglockhart,,1980-01-01,,71,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1RY,Yes,55.933498,-3.229653,323276,671843,NT232718,Fountainbridge/Craiglockhart,,1980-01-01,,70,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1RZ,No,55.929888,-3.228513,323340,671440,NT233714,Fountainbridge/Craiglockhart,,1990-12-01,1994-12-01,74,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008508,Craiglockhart - 01,S01014528,Craiglockhart - 01
EH11 1SA,No,55.935301,-3.227245,323430,672041,NT234720,Fountainbridge/Craiglockhart,,1994-02-01,1997-06-01,70,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1SB,Yes,55.935301,-3.227245,323430,672041,NT234720,Fountainbridge/Craiglockhart,,1980-01-01,,70,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1SD,Yes,55.934974,-3.227635,323405,672005,NT234720,Fountainbridge/Craiglockhart,,1980-01-01,,70,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1SE,No,55.933717,-3.228363,323357,671866,NT233718,Fountainbridge/Craiglockhart,,1996-06-01,2017-05-01,71,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1SF,Yes,55.934416,-3.228577,323345,671944,NT233719,Fountainbridge/Craiglockhart,,1980-01-01,,70,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1SG,Yes,55.934065,-3.228646,323340,671905,NT233719,Fountainbridge/Craiglockhart,,1980-01-01,,71,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008503,Shandon - 02,S01014523,Shandon - 02
EH11 1SH,Yes,55.933725,-3.228523,323347,671867,NT233718,Fountainbridge/Craiglockhart,,2017-12-01,,71,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1SJ,Yes,55.933234,-3.229068,323312,671813,NT233718,Fountainbridge/Craiglockhart,,1980-01-01,,70,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008506,Shandon - 05,S01014526,Shandon - 05
EH11 1SL,Yes,55.932382,-3.229761,323267,671719,NT232717,Fountainbridge/Craiglockhart,,1980-01-01,,70,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1SN,Yes,55.933007,-3.230229,323239,671789,NT232717,Fountainbridge/Craiglockhart,,1980-01-01,,69,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1SP,Yes,55.932642,-3.230794,323203,671749,NT232717,Fountainbridge/Craiglockhart,,1980-01-01,,69,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1SQ,Yes,55.933620,-3.229112,323310,671856,NT233718,Fountainbridge/Craiglockhart,,1980-01-01,,70,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1SR,Yes,55.931617,-3.230841,323198,671635,NT231716,Fountainbridge/Craiglockhart,,1980-01-01,,70,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1SS,Yes,55.932084,-3.231768,323141,671688,NT231716,Fountainbridge/Craiglockhart,,1980-01-01,,69,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1ST,Yes,55.931313,-3.231520,323155,671602,NT231716,Fountainbridge/Craiglockhart,,1980-01-01,,69,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
